18999577	-100
19008940	-90
19019028	-91
19028389	-89
19037751	-89
19047821	-87
19057185	-90
19067249	-89
19076612	-83
19085974	-50
19096040	-43
19105403	-51
19114764	-85
19124833	-62
19134196	-90
19144281	-89
19153645	-88
19163709	-87
19173074	-89
19183142	-89
19192503	-51
19201863	-51
19211930	-87
19221292	-46
19231380	-47
19240742	-86
19250104	-91
19260172	-85
19269536	-88
19279601	-90
19288963	-90
19298324	-90
19308393	-45
19317755	-45
19327823	-88
19337185	-56
19347266	-46
19356626	-46
19365986	-49
19375349	-90
19385416	-93
19394777	-90
19404841	-89
19414206	-90
19424272	-92
19433635	-89
19442998	-90
19453061	-85
19462426	-89
19471789	-50
19482006	-50
19493008	-91
19503245	-53
19513315	-46
19522678	-90
19532743	-90
19542108	-90
19552176	-90
19561539	-90
19570903	-89
19580971	-89
19590333	-92
19599696	-90
19609784	-46
19619148	-46
19628509	-55
19637871	-48
19647940	-49
19657303	-91
19667369	-90
19676731	-91
19686093	-73
19696162	-90
19705526	-91
19715594	-90
19724958	-91
19734325	-90
19744413	-90
19753778	-49
19763844	-48
19773207	-75
19782569	-91
19792637	-48
19801999	-48
19811359	-57
19821430	-49
19830791	-90
19840874	-91
19850235	-90
19859598	-91
19869666	-90
19879026	-90
19889095	-46
19898456	-53
19907818	-46
19917883	-45
19927244	-46
19937310	-51
19946673	-50
19956761	-87
19966254	-89
19978835	-65
19988197	-58
19998267	-65
20007630	-84
20016994	-91
20027063	-91
20036424	-47
20046103	-54
20055858	-51
20065220	-49
20075304	-88
20084666	-91
20094027	-91
20104093	-92
20113455	-89
20123523	-91
20132886	-77
20142248	-88
20152317	-88
20161679	-88
20171745	-89
20181105	-89
20190466	-50
20200552	-44
20209914	-44
20219981	-45
20229342	-35
20238704	-91
20248771	-90
20258134	-90
20268202	-88
20277564	-90
20287245	-88
20297011	-90
20306372	-51
20316437	-50
20325801	-40
20335869	-42
20345230	-55
20354907	-50
20364659	-61
20374020	-85
20384087	-86
20393450	-89
20403537	-92
20412899	-89
20422259	-90
20432327	-91
20441690	-89
20451797	-52
20462017	-55
20473036	-54
20483106	-49
20492468	-90
20502540	-89
20511903	-88
20521174	-89
20531242	-91
20540605	-90
20550690	-90
20560053	-91
20569414	-89
20579481	-90
20588846	-90
20598915	-90
20608277	-48
20617641	-42
20627706	-49
20637068	-50
20647151	-80
20656514	-47
20665875	-47
20675943	-88
20685306	-90
20695374	-85
20704737	-90
20714101	-46
20724169	-41
20733529	-46
20743598	-51
20752962	-81
20762327	-90
20772414	-79
20781775	-91
20791844	-72
20801206	-73
20810568	-90
20820637	-82
20830000	-85
20840065	-90
20849428	-88
20858791	-48
20868876	-46
20878238	-48
20888308	-49
20897667	-33
20907030	-90
20917097	-91
20926459	-88
20936654	-90
20947286	-91
20958605	-82
20967970	-67
20977332	-90
20987402	-69
20996764	-66
21006852	-65
21016213	-50
21026279	-45
21035642	-45
21045322	-85
21055077	-90
21064441	-89
21074508	-90
21083870	-89
21093957	-90
21103317	-86
21112678	-90
21122746	-91
21132109	-88
21142178	-49
21151542	-49
21160904	-43
21170975	-50
21180336	-47
21190401	-46
21199763	-52
21209846	-90
21219207	-90
21229273	-88
21238637	-91
21248003	-89
21258069	-89
21267431	-90
21277501	-91
21286860	-48
21296220	-90
21306304	-50
21315667	-83
21325737	-45
