0 0
9362 1
18726 0
28794 0
38156 0
48223 0
57587 0
66951 0
77020 0
86383 0
96466 0
105827 0
112047 0
125259 0
134623 0
144689 0
154052 0
163414 0
173482 0
182846 0
192917 0
202279 0
212365 1
221725 0
231088 1
241153 1
250516 0
260194 1
269944 1
279308 0
289375 0
298740 0
308807 0
318167 0
327532 0
337617 0
346977 0
357043 0
366407 0
375767 0
385831 0
395191 1
404551 1
414615 0
423974 1
434058 1
443418 0
453487 0
462849 0
472211 0
482408 0
492630 0
503650 0
513717 0
523078 0
533146 0
542506 0
551868 0
561933 0
571297 0
581384 0
590746 0
600108 1
610176 1
619538 0
629607 1
638970 1
648334 0
658400 0
667761 0
677845 0
687206 0
697271 0
706635 0
715997 0
726068 0
735429 0
745498 0
754858 1
764927 1
774291 1
783652 1
793741 0
803103 0
813171 0
822534 0
832600 0
841963 0
852030 0
861391 0
870754 0
880839 0
890201 0
900267 0
909629 1
919693 1
929055 1
938416 1
948481 0
957843 1
967336 1
978351 0
988572 0
998638 0
1008000 0
1017363 0
1027430 0
1036791 0
1046152 0
1056239 1
1065602 1
1074965 1
1085034 1
1094395 1
1104461 0
1113822 0
1123890 0
1133253 0
1143344 0
1152706 0
1162775 0
1172136 0
1182204 0
1191566 0
1200927 0
1210998 1
1220362 1
1229724 0
1239086 1
1249152 0
1258513 1
1268599 1
1277962 0
1288032 0
1297394 0
1307459 0
1316820 0
1326887 0
1336249 0
1346313 0
1355676 0
1365757 0
1375121 1
1385189 1
1394549 1
1404226 1
1413976 1
1423337 0
1433405 0
1442766 0
1452983 0
1465570 0
1474932 0
1484997 0
1494358 0
1504427 0
1513789 0
1523856 0
1533221 0
1542582 0
1552652 1
1562017 1
1572108 0
1581470 1
1591540 1
1600903 0
1610972 0
1620334 0
1629698 0
1639768 0
1649132 0
1659216 0
1668581 1
1678648 1
1688010 1
1698077 1
1707440 0
1716802 0
1726869 0
1736232 0
1746301 0
1755665 0
1765753 0
1775113 0
1785180 0
1794541 0
1804605 0
1813966 0
1823327 0
1833395 0
1842756 0
1852840 0
1862203 0
1872271 0
1881633 0
1891701 0
1901064 0
1910424 1
1920493 1
1929854 0
1940052 0
1952630 0
1961995 0
1972080 1
1981442 1
1991509 0
2000871 0
2010939 0
2020301 0
2029664 0
2039734 0
2049094 1
2059180 1
2068542 0
2078608 1
2087969 1
2098038 0
2107399 0
2117469 0
2126831 0
2136194 0
2146260 0
2155623 0
2165708 0
2175070 0
2185136 0
2194500 0
2203861 1
2213927 1
2223288 0
2233357 1
2242721 1
2252807 1
2262169 1
2271529 0
2281596 0
2290958 0
2301024 0
2310385 0
2319748 0
2329811 0
2339171 0
2349238 0
2358602 1
2368685 1
2378047 1
2387410 1
2397478 0
2406840 0
2416908 0
2426399 0
2438984 0
2448347 0
2458415 0
2467776 0
2477139 0
2487222 0
2496584 0
2506651 0
2516013 0
2525376 0
2535448 0
2544813 0
2554879 0
2564241 0
2573602 0
2583672 0
2593035 1
2603118 1
2612481 1
2622549 1
2631912 1
2641274 0
2651345 0
2660710 0
2670779 0
2680141 0
2690227 0
2699591 0
2708954 0
2719023 0
2728386 0
2738452 0
2747814 0
2757494 1
2767243 1
2776604 1
2786670 1
2796030 0
2805706 0
2815475 0
2824835 0
2834903 0
2844266 0
2853628 0
2863697 0
2873059 0
2883127 0
2892491 0
2901855 0
2912073 0
2923471 0
2934020 1
2943386 1
2952749 1
2962820 1
2972185 0
2981867 0
2991619 0
3000982 0
3011050 0
3020414 0
3030481 0
3039843 0
3049206 0
3059290 1
3068653 1
3078331 0
3088083 1
3097444 1
3107510 0
3116875 0
3126943 0
3136306 0
3146375 0
3155740 0
3165105 0
3175193 0
3184556 0
3193917 0
3203984 1
3213345 1
3223410 1
3232770 0
3242836 0
3252195 1
3261558 1
3271644 0
3281006 1
3290368 1
3300434 0
3309796 0
3319863 0
3329225 0
3339292 0
3348656 0
3358018 1
3368083 1
3377445 1
3386808 1
3397021 1
3409219 0
3418972 0
3428333 0
3438401 0
3447764 0
3457128 0
3467194 0
3476555 0
3486623 0
3495985 0
3506070 1
3515432 1
3525501 1
3534863 1
3544225 1
3554296 0
3563657 0
3573728 0
3583091 0
3593158 0
3602519 0
3611881 0
3621964 0
3631328 0
3641395 0
3650758 0
3660120 1
3670187 1
3679549 0
3689614 0
3698976 0
3709061 1
3718423 1
3728488 0
3737848 0
3747208 0
3757274 0
3766636 0
3776706 0
3786066 0
3796132 0
3805494 0
3815171 1
3824940 1
3834301 1
3844370 1
3853732 0
3863800 0
3873164 0
3883050 0
3895239 0
3904599 0
3914667 0
3924030 0
3934115 0
3943478 0
3952840 0
3962910 0
3972273 0
3981635 0
3991704 0
4001067 0
4010428 0
4020493 0
4029855 1
4039922 1
4049286 0
4059369 1
4068730 1
4078092 0
4088158 0
4097519 0
4107587 0
4116950 1
4127019 1
4136380 0
4145742 0
4155826 0
4165190 0
4174535 1
4184624 1
4193986 0
4204053 0
4213413 0
4223479 0
4232841 0
4242202 0
4252270 0
4261632 0
4271719 0
4281080 1
4290443 1
4300508 0
4309869 0
4319547 1
4329295 1
4338658 1
4348020 1
4358086 1
4367578 0
4380161 0
4389523 0
4399202 0
4408972 0
4418335 0
4428405 1
4437768 1
4447837 1
4457201 1
4467271 0
4476634 0
4485995 0
4496062 0
4505427 0
4515514 0
4524877 0
4534240 0
4544307 0
4553671 0
4563738 0
4573100 0
4582463 0
4592532 0
4601896 0
4611964 0
