22118843	-87
22128206	-89
22138272	-89
22147635	-63
22157313	-85
22167062	-87
22176423	-90
22186489	-88
22195852	-89
22205920	-47
22215281	-49
22224642	-47
22234725	-88
22244088	-59
22254158	-88
22263520	-89
22273588	-87
22282953	-90
22292316	-90
22302385	-84
22311748	-43
22321818	-45
22331184	-61
22340550	-46
22350637	-45
22359998	-88
22370066	-90
22379430	-89
22388791	-89
22398857	-90
22408223	-89
22418290	-88
22427653	-39
22437015	-38
22447099	-88
22456461	-45
22466527	-48
22475887	-44
22485248	-44
22495311	-89
22504671	-90
22514349	-89
22524100	-88
22533461	-89
22543530	-86
22552893	-87
22562981	-89
22572343	-84
22581704	-86
22591770	-42
22601264	-50
22613456	-89
22623205	-43
22632567	-43
22642634	-89
22651998	-85
22661360	-87
22671430	-88
22680795	-90
22690883	-87
22700246	-90
22709609	-89
22719676	-90
22729039	-72
22738401	-50
22748466	-44
22757829	-38
22767510	-45
22777260	-88
22786620	-87
22796687	-87
22806049	-85
22816136	-88
22825501	-89
22834863	-89
22844931	-91
22854293	-85
22864362	-89
22873725	-43
22883090	-49
22893155	-73
22902516	-86
22912603	-47
22921856	-41
22931552	-48
22941300	-45
22950660	-90
22960729	-87
22970092	-89
22979454	-89
22989519	-88
22998880	-87
23008948	-44
23018307	-48
23027668	-43
23037752	-46
23047112	-49
23056472	-42
23066539	-45
23075902	-87
23086098	-89
23097116	-91
23107653	-60
23117408	-59
23126771	-62
23136838	-89
23146201	-85
23156287	-40
23165648	-44
23175717	-44
23185079	-50
23194442	-87
23204508	-89
23213871	-90
23223938	-89
23233302	-87
23243369	-87
23252730	-73
23262092	-87
23272086	-89
23281449	-89
23291518	-87
23300880	-90
23310240	-45
23320308	-44
23329669	-44
23339737	-46
23349099	-26
23358462	-90
23368531	-87
23377891	-89
23387255	-91
23397342	-90
23406704	-88
23416770	-89
23426132	-46
23435496	-42
23445562	-42
23454925	-43
23464990	-54
23474353	-48
23483714	-38
23493799	-90
23503161	-89
23513227	-83
23522588	-90
23532656	-90
23542017	-89
23551379	-89
23561449	-85
23570940	-45
23583523	-83
23592885	-46
23602246	-42
23611609	-86
23621675	-88
23631038	-89
23641128	-89
23650489	-91
23660557	-87
23669919	-87
23679985	-87
23689348	-89
23698712	-90
23708779	-87
23718143	-89
23728227	-44
23737589	-43
23747266	-42
23757018	-47
23766379	-41
23776448	-49
23785811	-47
23795880	-89
23805242	-87
23814605	-89
23824671	-87
23834032	-51
23844114	-54
23853478	-54
23862841	-46
23872907	-81
23882272	-89
23892338	-76
23901699	-90
23911062	-81
23921128	-74
23930488	-89
23940556	-72
23949920	-89
23959282	-87
23969367	-90
23978730	-45
23988798	-45
23998160	-46
24007520	-52
24017582	-27
24026943	-89
24036307	-87
24046374	-88
24055868	-90
24068450	-89
24077815	-90
24087901	-71
24097265	-90
24107334	-77
24116697	-61
24126061	-59
24136126	-43
24145487	-47
24155554	-46
24164916	-87
24174982	-87
24184349	-91
24193714	-89
24203805	-87
24213168	-88
24223236	-86
24232599	-89
24242667	-90
24252029	-88
24261710	-48
24271463	-44
24280823	-48
24290909	-46
24300272	-36
24310337	-43
24319700	-49
24329061	-61
24339127	-90
24348491	-87
24357856	-85
24367925	-90
24377287	-90
24387354	-89
24396717	-89
24406800	-45
24416162	-90
24426227	-49
24435588	-88
24445654	-49
24455018	-48
24464378	-91
24474444	-39
24483805	-39
24493890	-89
24503252	-89
24513318	-89
24522682	-87
24532045	-89
24542246	-47
24553264	-44
24564192	-43
24573556	-41
24582917	-89
24592983	-88
24602348	-89
24612413	-89
24621776	-80
24631860	-81
24641225	-87
24650904	-87
24660658	-89
24670018	-88
24680087	-47
24689448	-41
24699520	-87
24708883	-90
24718243	-44
24728327	-40
24737691	-47
24747758	-40
24757123	-89
24767187	-40
24776551	-44
24785914	-87
24795981	-86
24805343	-87
24815407	-41
24824768	-42
24834850	-50
24844213	-51
24853575	-88
24863641	-87
24873001	-87
24883066	-90
24892427	-89
24902495	-89
24911856	-90
24921216	-75
24931304	-78
24940666	-77
24950732	-62
24960094	-87
24970157	-89
24979517	-45
24988878	-45
24998947	-46
25008308	-46
25018376	-88
25027867	-86
25038890	-90
25049819	-72
25059180	-87
25068543	-83
25078628	-70
25087992	-88
25098060	-47
25107421	-44
25117489	-41
25126853	-47
25136920	-41
25146285	-44
25156370	-73
25165735	-76
25175100	-88
25185170	-85
25194532	-59
25204600	-60
25213963	-59
25224030	-83
25233394	-47
25243464	-42
25252827	-42
25262909	-43
25272271	-93
25281632	-84
25291704	-91
25301068	-89
25311135	-89
25320497	-90
25330568	-89
25339932	-88
25346875	-87
25359362	-89
25369453	-45
25378812	-49
25388877	-45
25398237	-43
25407599	-84
