0	-89
524	-89
1028	-90
1532	-90
2036	-91
2540	-89
3044	-89
3567	-89
4070	-88
4574	-83
5078	-90
6286	-90
6807	-83
7311	-83
7815	-88
8319	-87
8824	-87
9328	-88
9850	-90
10353	-87
10858	-88
11362	-90
11866	-85
12370	-88
13595	-89
14099	-89
14603	-87
15107	-89
15611	-89
16136	-90
16640	-90
17144	-85
17649	-80
18153	-81
18656	-81
19177	-82
19680	-84
20889	-85
21392	-85
21895	-89
22419	-91
22922	-89
23425	-89
23929	-86
24432	-87
24936	-87
25457	-89
25959	-89
26464	-89
26969	-89
27996	-89
28761	-91
29502	-91
30005	-88
30509	-90
31013	-85
31931	-89
32822	-88
33326	-83
34631	-88
35134	-90
35638	-84
36928	-90
37431	-90
37952	-87
38850	-88
39354	-88
40249	-90
40771	-89
41275	-85
41779	-90
42283	-89
42787	-90
43292	-89
43813	-90
44317	-89
44821	-90
45325	-89
45829	-87
46334	-87
47559	-89
48062	-89
48568	-90
49071	-87
49575	-85
50096	-91
50599	-90
51103	-87
51606	-89
52109	-89
52613	-91
53116	-90
53640	-88
54849	-90
55352	-89
55856	-89
56377	-89
56880	-86
57384	-90
57889	-87
58521	-83
59025	-89
59548	-89
60051	-87
60555	-90
61059	-90
61957	-88
62867	-90
63370	-90
64267	-90
65161	-90
62558	-89
66581	-90
67473	-88
67976	-88
68480	-89
69398	-89
70291	-90
70794	-91
71692	-88
72602	-90
73107	-90
73611	-87
74115	-90
74619	-91
75141	-89
75645	-88
76149	-87
76653	-90
77157	-89
77662	-87
78184	-89
78690	-89
79898	-89
80401	-86
80904	-89
81426	-88
81929	-89
82432	-89
82936	-89
83439	-89
83943	-89
84464	-85
84967	-89
85471	-87
85974	-90
87183	-89
87704	-90
88208	-90
88713	-89
89345	-88
89849	-90
90353	-90
90876	-89
91379	-83
91883	-88
92387	-90
92891	-90
93395	-90
94311	-89
95204	-89
95707	-89
96605	-90
97518	-89
98022	-91
98920	-88
99813	-91
100334	-89
101232	-88
102125	-38
102645	-38
103612	-38
104556	-38
105096	-38
105599	-96
106103	-86
106626	-89
107129	-90
107634	-89
108138	-88
108642	-91
109146	-87
109669	-91
110172	-89
110675	-89
111179	-90
112295	-87
112816	-90
113319	-89
113822	-90
114325	-88
114829	-90
115332	-92
115854	-89
116356	-89
116860	-90
117363	-89
117867	-90
118371	-89
118894	-90
120141	-89
120645	-87
121149	-88
121653	-89
122175	-89
122678	-89
123182	-90
123686	-86
124190	-90
124694	-89
125216	-88
125719	-90
126223	-86
127122	-89
128013	-90
128535	-87
129435	-90
130327	-89
131225	-89
132139	-89
132643	-89
133147	-89
134044	-87
134958	-90
135462	-88
136360	-89
137251	-90
137773	-87
138277	-87
138781	-89
139285	-88
139789	-90
140295	-90
140816	-87
141318	-89
141822	-89
142325	-90
142829	-90
143332	-89
143853	-89
145063	-90
145566	-90
146070	-90
146573	-90
147094	-90
147597	-90
148101	-89
148604	-90
149108	-89
149613	-88
150264	-85
150767	-90
151271	-88
152558	-90
153061	-89
153977	-89
154868	-88
155371	-88
156270	-89
157185	-90
157688	-91
158586	-90
159090	-88
160001	-90
160504	-88
161403	-87
162299	-89
162822	-90
163326	-83
163830	-89
164334	-89
164838	-89
165342	-89
165865	-89
166369	-90
166873	-90
167377	-88
167881	-90
168385	-85
168907	-90
170113	-87
170616	-89
171122	-91
171625	-89
172147	-88
172650	-84
173153	-89
173657	-90
174160	-89
174664	-88
175185	-90
175688	-89
176192	-83
177399	-89
177902	-90
178423	-89
178926	-88
179430	-89
179934	-82
180439	-90
181071	-88
181593	-89
182096	-87
182600	-85
183104	-89
183608	-90
184915	-84
185418	-88
185922	-88
187212	-90
187733	-87
188236	-90
188740	-91
189639	-89
