342876 -78
345673 -77
346980 -74
347483 -77
348381 -79
349291 -76
349795 -77
350692 -77
351583 -77
352611 -76
353115 -77
353619 -74
354123 -75
354629 -76
355653 -74
356156 -78
356659 -72
357163 -74
357666 -74
359395 -76
360402 -76
361930 -75
362433 -79
362936 -76
